,X.1,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market,hii100km2,recovery_time2,distance_to_shore_m2,dist_to_riv_m2,hii500km2,grav_NC2,cml_scr2,gravity.Grav_tot2,travel_time.tt_pop2,simple_IGR,IGR,IGR_year_1,IGR_year_final,,,,
107,113,16,112,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Granitic, Seychelles",Seychelles,Indian Ocean,-4.7344459,55.52939,rocky,,,,Bleaching,1998,9.75,1994,6.77,2005,0.99,2011,11,6,-0.96333333,NA,-5.9,-2.98,NA,0,0,0,0,0,176,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539184.34,18,1539.18434,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,113,16144,16179,682,113,16144,16179,1,29,-0.730823999,0.235740765,-0.234532813,0.127483265,NA,0.894568581,-0.123347821,-0.077141956,-0.349037801,-3.714310892,0.11460056,1994,,,,,
108,114,220,96,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Patch, Seychelles",Seychelles,Indian Ocean,-4.7036613,55.53085,patch,flat,,,Bleaching,1998,20.98,1994,7.42,2005,13.8,2011,11,6,1.06333333,NA,-8.818182,-13.56,NA,0,0,0,0,0,889,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1542359.33,18,1542.35933,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,114,16092,16127,16,114,16092,16127,1,77,-0.730823999,0.235740765,-0.214394229,0.130019341,NA,0.894568581,-0.123347821,-0.247425851,-0.349037801,-1.171269934,1.177313299,1994,,,,,
109,115,6,103,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Granitic, Seychelles",Seychelles,Indian Ocean,-4.289467,55.70383,rocky,,,,Bleaching,1998,16.36,1994,3.64,2005,23.97,2011,11,6,3.38833333,NA,-12.72,-12.72,NA,0,0,0,0,0,87.6,Inside,Yes,Yes,26,6,100,Curieuse,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1592263.36,18,1592.26336,Maningory,NA,NA,NA,0.58524845,0.8568027,0,0.9725804,0,0,0.41866596,4,115,NA,NA,NA,115,NA,NA,NA,NA,-0.730823999,0.235740765,-0.237029658,0.169881,NA,-0.278225394,-0.400486514,NA,NA,0.093059898,1.620827022,1994,,,,,
110,116,221,97,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6375583,55.37413,fringing,,,,Bleaching,1998,39.17,1994,11.4,2005,27.77,2011,11,6,2.72833333,NA,-12.831707,-27.77,NA,0,0,0,0,0,262,Inside,Yes,Yes,26,6,100,Baie Ternay,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1541807.44,18,1541.80743,Maningory,NA,NA,NA,0.97915379,0.9433292,0,0.9708404,0,0,0.50166493,1,116,16044,16079,357,116,16044,16079,6,8,-0.730823999,0.235740765,-0.232103755,0.129578509,NA,1.238689126,-0.030911394,-0.160238451,-0.322197916,-0.901416523,1.711049304,1994,,,,,
111,117,8,105,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Granitic, Seychelles",Seychelles,Indian Ocean,-4.3157506,55.68186,rocky,,,,Bleaching,1998,17.36,1994,3.64,2005,17.36,2011,11,6,2.28666667,NA,-13.72,-13.72,NA,0,0,0,0,0,262,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1588583.31,18,1588.58331,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,117,15923,15958,53,117,15923,15958,1,120,-0.730823999,0.235740765,-0.232103755,0.1669415,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801,-0.229574442,1.375133408,1994,,,,,
112,118,19,115,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Patch, Seychelles",Seychelles,Indian Ocean,-4.3370353,55.6979,patch,flat,,,Bleaching,1998,18.04,1994,3.02,2005,5.31,2011,11,6,0.38166667,NA,-17.2,-15.02,NA,0,0,0,0,0,1100,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1587182.91,18,1587.18291,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,118,15923,15958,53,118,15923,15958,1,120,-0.730823999,0.235740765,-0.208434564,0.165822907,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801,-1.227424465,0.690278832,1994,,,,,
113,119,3,100,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6683417,55.40038,fringing,,,,Bleaching,1998,34.88,1994,16.36,2005,25.12,2011,11,6,1.46,NA,-18.52,-18.52,NA,0,0,0,0,0,88.5,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539886.22,18,1539.88622,Maningory,NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,119,NA,NA,NA,119,NA,NA,NA,NA,-0.730823999,0.235740765,-0.237004238,0.128043904,NA,1.064428972,0.70927349,NA,NA,-1.362934459,1.623525662,1994,,,,,
114,120,7,104,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Patch, Seychelles",Seychelles,Indian Ocean,-4.3043903,55.74493,patch,flat,,,Bleaching,1998,26.69,1994,6.12,2005,12.16,2011,11,6,1.00666667,NA,-20.57,-20.57,NA,0,0,0,0,0,736,Inside,Yes,Yes,26,6,100,Curieuse,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1592681.7,18,1592.6817,Maningory,NA,NA,NA,0.61583413,0.8821709,0,0.9595575,0,0,0.42610962,4,120,15924,15959,2334,120,15924,15959,1,123,-0.730823999,0.235740765,-0.218715693,0.170215156,NA,-0.160441101,-0.367341626,0.34524392,-0.349037801,-1.105169689,1.09733333,1994,,,,,
115,121,12,109,"Graham et al 2015, Wilson et al 2012",41,"Cousin Granitic , Seychelles",Seychelles,Indian Ocean,-4.331547,55.66661,rocky,,,,Bleaching,1998,23.47,1994,0.99,2005,3.14,2011,11,6,0.35833333,NA,-22.48,-22.48,NA,0,0,0,0,0,66.6,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586276.85,18,1586.27686,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,121,15923,15958,53,121,15923,15958,1,120,-0.730823999,0.235740765,-0.2376228,0.165099177,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801,-0.637486333,0.787737787,1994,,,,,
116,122,9,106,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Granitic, Seychelles",Seychelles,Indian Ocean,-4.6067907,55.51412,rocky,,,,Bleaching,1998,39.67,1994,13.55,2005,20.5,2011,11,6,1.15833333,NA,-26.12,-26.12,NA,0,0,0,0,0,284,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1551365.54,18,1551.36554,Maningory,NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,122,16045,16080,237,122,16045,16080,7,10,-0.730823999,0.235740765,-0.231482368,0.137213198,NA,1.145860954,0.708856043,-0.190920234,-0.316829938,-1.37772113,1.461286014,1994,,,,,
117,123,20,116,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6123528,55.49402,fringing,,,,Bleaching,1998,41.16,1994,10.41,2005,15.87,2011,11,6,0.91,NA,-27.607692,-30.75,NA,0,0,0,0,0,264,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1549871.28,18,1549.87128,Maningory,NA,NA,NA,0.96295256,0.9781303,0.9982233,0.9351235,0,0,0.6717761,3,123,16045,16080,237,123,16045,16080,7,10,-0.730823999,0.235740765,-0.232047265,0.136019633,NA,1.176298804,0.726554102,-0.190920234,-0.316829938,-1.370095817,1.269306668,1994,,,,,
118,124,17,113,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3170627,55.75892,fringing,,,,Bleaching,1998,28.76,1994,1.65,2005,1.98,2011,11,6,0.055,NA,-28.2,-27.11,NA,0,0,0,0,0,209,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1592061.39,18,1592.06139,Maningory,NA,NA,NA,0.61103931,0.8696608,0,0.9572862,0,0,0.42271537,4,124,15924,15959,2334,124,15924,15959,1,123,-0.730823999,0.235740765,-0.233600733,0.169719673,NA,-0.178905771,-0.382455432,0.34524392,-0.349037801,-1.609437912,0.511855396,1994,,,,,
119,125,15,111,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Carbonate, Seychelles",Seychelles,Indian Ocean,-4.7080691,55.53079,fringing,,,,Bleaching,1998,29.59,1994,2.15,2005,2.81,2011,11,6,0.11,NA,-28.5,-27.44,NA,0,0,0,0,0,861,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1541911.68,18,1541.91168,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,125,16092,16127,16,125,16092,16127,1,77,-0.730823999,0.235740765,-0.215185085,0.129661773,NA,0.894568581,-0.123347821,-0.247425851,-0.349037801,-1.524042828,0.524292674,1994,,,,,
120,126,14,110,"Graham et al 2015, Wilson et al 2012",41,"Cousin Patch, Seychelles",Seychelles,Indian Ocean,-4.3334146,55.6591,patch,flat,,,Bleaching,1998,39.92,1994,2.69,2005,4.97,2011,11,6,0.38,NA,-38.5,-37.23,NA,0,0,0,0,0,131,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1585738.72,18,1585.73871,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,126,15923,15958,53,126,15923,15958,1,120,-0.730823999,0.235740765,-0.235803832,0.164669337,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801,-1.177880823,0.678772361,1994,,,,,
121,127,10,107,"Graham et al 2015, Wilson et al 2012",41,"Ste Anne Patch, Seychelles",Seychelles,Indian Ocean,-4.6193224,55.50649,patch,flat,,,Bleaching,1998,56.08,1994,9.22,2005,20.65,2011,11,6,1.905,NA,-46.86,-46.86,NA,0,0,0,0,0,279,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1549744.33,18,1549.74433,Maningory,NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,127,16045,16080,237,127,16045,16080,7,10,-0.730823999,0.235740765,-0.231623593,0.13591823,NA,1.145860954,0.708856043,-0.190920234,-0.316829938,-0.985419187,1.47370598,1994,,,,,
122,128,11,108,"Graham et al 2015, Wilson et al 2012",41,"Cousin Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3285571,55.66096,fringing,,,,Bleaching,1998,50.74,1994,1.49,2005,1.32,2011,11,6,-0.02833333,NA,-49.25,-49.25,NA,0,0,0,0,0,101,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586316.28,18,1586.31628,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,128,15923,15958,53,128,15923,15958,1,120,-0.730823999,0.235740765,-0.236651177,0.165130672,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801,-1.912903853,0.477858604,1994,,,,,
123,129,219,95,Done et al. 2007,40,"Pandora, GBR",Australia,W. Pacific,-18.8116666,146.44333,patch,back reef,,,Bleaching,1998,53.33,1998,45.56,2000,49.7,2005,2,5,0.828,0.59,-7.77,-3.885,412,181487,119982,53782,7504,0,0,Inside,No,No,0,1,20,Great Barrier Reef,Marine Park,National,II: National Park,All,Designated,2004,1329,194,692171.28,23,692.17128,Fitzroy,NA,2667469,7945496,0.78470154,0,0,0.7154553,0.8293181,0.7594937,0.50355481,5,129,24803,24854,11,129,24803,24854,58,149,1.01921923,-0.030473212,-0.239503908,-0.549082253,0.15327253,0.489860889,-0.022496198,-0.248704258,-0.043063105,-1.522463118,2.394430101,1998,,,,,
124,137,210,87,Rodgers and Miller 2006,36,"St. John, US Virgin Islands, Lameshur Reef",USVI,Caribbean,18.3143694,-64.72565,fringing,flat,3,5,Storm,1995,NA,N/A,10.3,1995,10.7,1996,NA,1,1,0.32,NA,NA,55,34645,25568,11312,8760,2354,1.22,Inside,Yes,Yes,39,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991231.84,162,991.23184,Orinoco,NA,863347,5755614,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,137,4295,4302,197,137,4295,4302,1,41,-0.39674912,-1.095329117,-0.239469449,-0.310202745,-0.494758469,0.286821841,-0.01699565,-0.201147495,-0.349037801,0.038099846,2.784111881,N/A,,,,,
125,138,209,86,Rodgers and Miller 2006,36,"St. John, US Virgin Islands, Lameshur Reef",USVI,Caribbean,18.3143694,-64.72565,fringing,flat,13.7,15,Storm,1989,23.2,1989,12.7,1989,12,1990,0.8333333,0.8333333,1.1,0,-10.5,-12.6,55,34645,25568,11312,8760,2354,1.22,Inside,Yes,Yes,33,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991231.84,162,991.23184,Orinoco,NA,863347,5755614,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,138,4295,4302,197,138,4295,4302,1,41,-0.39674912,-1.139698122,-0.239469449,-0.310202745,-0.494758469,0.286821841,-0.01699565,-0.201147495,-0.349037801,0.125626253,3.038429714,1989,,,,,
126,150,197,75,Muhando & Lanshammar 2008,31,"Changuu, Zanzibar, Tanzania, all hard corals",Tanzania,Indian Ocean,-6.1189999,39.167,barrier,,3,10,COTS,"1996/97, 2002-2008",69.7,1992,50.7,1997,48,2008,5,11,-0.24545454,0,-19,-3.8,279,310761,152049,55147,19318,3077,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,80336.88,25,80.33688,Pangani,NA,7312943,28604080,0.98803169,0.9985347,0.9982233,0.9451791,0.7570435,0.8528182,0.92807824,2,150,17278,17317,875,150,17278,17317,15,20,2.265782832,1.566810646,-0.239503908,-1.037794975,1.82190201,1.272877582,1.867807951,-0.027795422,-0.273886121,-2.452620172,1.574255654,1992,,,,,
127,151,195,73,Muhando & Lanshammar 2008,31,"Chumbe, Zanzibar, Tanzania, all hard corals",Tanzania,Indian Ocean,-6.2789999,39.177,barrier,,,,COTS,2002-2008,47.9,1994,23.2,1998,64.7,2008,4,10,4.15,4.15,-24.7,-6.175,278,319833,183849,72348,12391,956,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,97895.64,25,97.89564,Pangani,NA,7297525,28545760,0.98861231,0.9721774,0,0.8794784,0.7310026,0.8575166,0.73586799,1,151,17380,17419,418,151,17380,17419,24,41,2.353262332,1.30059667,-0.239503908,-1.023769628,1.816363947,1.275113528,1.011940389,-0.144641879,-0.225574327,-1.27697617,1.944702524,1994,,,,,
128,152,194,72,Done et al 1988,30,"John Brewer reef, GBR",Australia,W. Pacific,-18.6332999,147.05,barrier,mixed,3,12,COTS,"1969, 1983",NA,1979,2,1983,9.9,1988,4,5,1.58,1.58,NA,0.5,412,95167,7974,540,0,0,40500,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2004,1329,194,668802.85,23,668.80285,Fitzroy,NA,2426522,7991016,0.66891424,0,0,0,0,0,0.1159811,1,152,24731,24782,4,152,24731,24782,124,248,0.18685255,-0.030473212,0.904412835,-0.567748168,0.066725652,0.043968389,-1.748271833,-0.250494029,0.311223385,-0.010050336,1.247032294,1979,,,,,
129,153,192,70,Done 1985,29,"John Brewer, GBR (1974-1983)",Australia,W. Pacific,-18.6332999,147.05,barrier,mixed,3,12,COTS,1969,NA,,6,1974,56.6,1983,9,9,5.62222222,5.62,NA,NA,412,95167,7974,540,0,0,40500,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2004,1329,194,668802.85,23,668.80285,Fitzroy,NA,2426522,7991016,0.66891424,0,0,0,0,0,0.1159811,1,153,24731,24782,4,153,24731,24782,124,248,0.18685255,1.034382694,0.904412835,-0.567748168,0.066725652,0.043968389,-1.748271833,-0.250494029,0.311223385,0.047024939,1.936874743,0,,,,,
130,155,190,69,Crabbe 2009,28,"Discovery Bay, Jamaica",Jamaica,Caribbean,18.4703904,-77.41167,barrier,,5,8.5,Bleaching,2006,46,2005,13,2006,31,2008,1,2,9,9,-33,-33,60,358658,290691,132641,34092,7182,1050,Inside,No,No,0,0,0,Discovery Bay Fish,Fish Sanctuary,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,2009,478,73,721808.28,207,721.80828,Coco,NA,3039647,10169768,0.77273323,0.8832149,0.9997436,0.9559125,0.8970686,0.8164465,0.88876029,3,155,4192,4199,102,155,4192,4199,48,89,2.727644125,-0.82911514,-0.209846807,-0.525409215,0.286956882,0.443771381,1.69273426,-0.22543724,-0.096742877,0.175890666,2.90099885,2005,,,,,
131,172,170,50,"Robbart et al, 2004",21,"Belize, Wee Wee",Belize,Caribbean,16.764905,-88.14644,barrier,mixed,1,15,Bleaching,1998,NA,n/a,13.87,1999,27.05,2001,NA,2,6.59,6.59,NA,NA,58,161890,82585,36063,5211,14,0,Inside,Yes,Yes,3,2,100,South Water Caye,Marine Reserve,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,1996,767,121,104016.4,207,104.0164,Ula,NA,11528484,20720190,0.77138469,0.4230713,0,0.7836105,0.6523466,0.7656846,0.56025018,4,172,4920,4927,113,172,4920,4927,44,91,0.830249237,-0.82911514,-0.239503908,-1.018880571,3.33610185,0.438578205,0.229955105,-0.222624743,-0.118214785,-0.02518841,2.785334964,n/a,,,,,
132,173,171,51,"Robbart et al, 2004",21,"Belize, Peter Douglas",Belize,Caribbean,16.7098977,-88.17571,barrier,mixed,1,15,Bleaching,1998,NA,n/a,20.81,1999,24.68,2002,NA,3,1.29,1.29,NA,NA,58,165239,82408,36874,6070,0,0,Inside,Yes,Yes,3,3,100,South Water Caye,Marine Reserve,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,1996,767,121,99979.75,207,99.97975,Ula,NA,11544230,20717959,0.73398138,0.4047732,0,0.7899113,0.7296969,0.8081551,0.57004441,6,173,4920,4927,113,173,4920,4927,44,91,0.862542981,-0.562901164,-0.239503908,-1.022104911,3.341757729,0.294539477,0.273566535,-0.222624743,-0.118214785,-0.92805273,2.299923858,n/a,,,,,
133,174,172,52,"Robbart et al, 2004",21,"Belize, Tunicate",Belize,Caribbean,16.7000001,-88.1,barrier,mixed,1,15,Bleaching,1998,NA,n/a,7.86,1999,15.24,2001,NA,2,3.69,3.69,NA,NA,58,146664,69739,28720,1050,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,767,121,95373.95,207,95.37395,Ula,NA,11482963,20670320,0.67900957,0,0,0,0.5431624,0.7115324,0.30998313,6,174,4921,4928,103,174,4921,4928,68,101,0.683427931,-0.82911514,-0.239503908,-1.025783869,3.31975095,0.082845122,-0.884425891,-0.225181558,0.010616666,-0.031010237,2.345459331,n/a,,,,,
134,175,168,49,Naim et al 2000,19,"St. Leu, Reunion Island (both sites)",Reunion,Indian Ocean,-21.1649999,55.285,fringing,flat,0.5,2,Storm,1989,NA,n/a,7.2,1993,36,2000,NA,7,4.11428571,4.11,NA,NA,299,83667,83667,78105,30319,6238,609,Inside,No,No,0,0,0,Marine de la Réunion,National Nature Reserve,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,2007,10,2,753535.9,18,753.5359,Maningory,NA,167306,5889049,0.93060628,0.9270093,0,0.9931314,0,0,0.49428274,4,175,26076,26127,1620,175,26076,26127,1,56,0.075960326,0.501954741,-0.222302789,-0.50006626,-0.744772683,1.051734507,-0.06378257,0.162687312,-0.349037801,-0.336472237,1.784457744,n/a,,,,,
135,176,165,46,Edmunds 2002,18,"St. John, USVI, Site 9",USVI,Caribbean,18.3171334,-64.72778,fringing,slope,7,7,Storm,1996,2.2,1995,4.07,1996,3.19,1998,1,2,-0.44,NA,1.87,1.87,NA,34959,25610,11312,8802,2354,166,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991588.44,162,991.58844,Orinoco,NA,864131,5752192,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,176,NA,NA,NA,176,NA,NA,NA,NA,-0.39372128,-0.82911514,-0.234815262,-0.309917905,-0.49447686,0.286821841,-0.01699565,NA,NA,-0.936769263,1.54952879,1995,,,,,
136,177,161,42,Edmunds 2002,18,"St. John, US Virgin Islands Tektite Reef",USVI,Caribbean,18.3097001,-64.72285,fringing,slope,14,14,Storm,1989,36.6,1989,37.87,1989,40.3,1994,0,5,0.486,NA,1.27,NA,NA,34265,25534,11312,8575,2300,316,Inside,Yes,Yes,33,5,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990651.9,162,990.6519,Orinoco,NA,862240,5766947,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,177,4295,4302,197,177,4295,4302,1,41,-0.400413385,-0.030473212,-0.230578533,-0.310665982,-0.495156098,0.286821841,-0.01699565,-0.201147495,-0.349037801,-1.547245685,2.206779464,1989,,,,,
137,178,166,47,Edmunds 2002,18,"St. John, USVI, Site 11",USVI,Caribbean,18.3162668,-64.72972,fringing,slope,9,9,Storm,1996,0.71,1995,1.26,1996,3.95,1998,1,2,1.345,NA,0.55,0.55,NA,35075,25686,11312,8809,2354,16,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991550,162,991.55,Orinoco,NA,864735,5754488,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,178,NA,NA,NA,178,NA,NA,NA,NA,-0.392602715,-0.82911514,-0.23905199,-0.30994861,-0.494259907,0.286821841,-0.01699565,NA,NA,0.449456677,1.865494167,1995,,,,,
138,179,162,43,Edmunds 2002,18,"St. John, USVI, Site 2",USVI,Caribbean,18.3067334,-64.7218,fringing,slope,9,9,Storm,1996,6.77,1995,6.16,1996,8.5,1998,1,2,1.17,NA,-0.61,-0.61,NA,34265,25534,11312,8533,2300,555,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990304.02,162,990.30402,Orinoco,NA,861858,5771519,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,179,4295,4302,197,179,4295,4302,1,41,-0.400413385,-0.82911514,-0.223828012,-0.310943857,-0.49529331,0.286821841,-0.01699565,-0.201147495,-0.349037801,-0.371157795,1.967929387,1995,,,,,
139,180,163,44,Edmunds 2002,18,"St. John, USVI, Site 5",USVI,Caribbean,18.3126668,-64.72305,fringing,slope,9,9,Storm,1996,2.26,1995,1.06,1996,1.37,1998,1,2,0.155,NA,-1.2,-1.2,NA,34265,25534,11312,8718,2336,35.5,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990975.84,162,990.97584,Orinoco,NA,862362,5761652,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,180,4295,4302,197,180,4295,4302,1,41,-0.400413385,-0.82911514,-0.238501215,-0.310407229,-0.495112276,0.286821841,-0.01699565,-0.201147495,-0.349037801,-0.436605349,1.712624368,1995,,,,,
140,181,167,48,Edmunds 2002,18,"St. John, USVI, Site 15",USVI,Caribbean,18.3151668,-64.73278,fringing,slope,9,9,Storm,1996,4.47,1995,2.54,1996,3.3,1998,1,2,0.38,NA,-1.93,-1.93,NA,35191,25796,11312,8913,2354,277,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991518.6,162,991.5186,Orinoco,NA,865502,5758548,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,181,NA,NA,NA,181,NA,NA,NA,NA,-0.39148415,-0.82911514,-0.231680082,-0.309973691,-0.493984405,0.286821841,-0.01699565,NA,NA,-0.431388793,1.63593416,1995,,,,,
141,182,164,45,Edmunds 2002,18,"St. John, USVI, Site 6",USVI,Caribbean,18.3113668,-64.7228,fringing,slope,9,9,Storm,1996,8.34,1995,4.36,1996,6.66,1998,1,2,1.15,NA,-3.98,-3.98,NA,34265,25534,11312,8655,2300,150,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990829.31,162,990.82931,Orinoco,NA,862242,5763923,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,182,4295,4302,197,182,4295,4302,1,41,-0.400413385,-0.82911514,-0.235267179,-0.310524273,-0.495155379,0.286821841,-0.01699565,-0.201147495,-0.349037801,-0.269499753,1.85682824,1995,,,,,
142,183,160,41,Edmunds 2002,18,"St. John, US Virgin Islands Yawzi Point",USVI,Caribbean,18.3152001,-64.725,fringing,slope,9,9,Storm,1989,45.45,1989,32.52,1989,35.87,1994,0,5,0.67,0.67,-12.93,NA,55,34415,25568,11312,8760,2354,115,Inside,Yes,Yes,33,5,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991302.57,162,991.30257,Orinoco,NA,863104,5753795,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,183,NA,NA,NA,183,NA,NA,NA,NA,-0.398966964,-0.030473212,-0.236255749,-0.310146248,-0.494845753,0.286821841,-0.01699565,NA,NA,-1.511391906,2.104713292,1989,,,,,
143,184,159,40,Hagan & Spencer 2008,17,"Alphonse Atoll, Seychelles",Seychelles,Indian Ocean,-7.0008043,52.71916,atoll,slope,3.5,18,Bleaching,1998,NA,n/a,10.3,1999,22.6,2003,NA,4,3.075,3.08,NA,NA,302,0,0,0,0,0,2540,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1191232.33,18,1191.23233,Maningory,NA,NA,1215454,0.09308685,0.3605576,0,0,0,0,0.07865609,2,184,17801,17841,0,184,17801,17841,1058,1224,-0.730823999,-0.296687188,-0.167761969,-0.150449087,NA,-2.173521044,-1.914471426,-0.251516755,5.324914014,-0.60048835,1.948956821,n/a,,,,,
