,X.1,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,rel.pre.dist,rel.post.dist,rel.recov.cc,rel_rec_rate,rel_res,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market,hii100km2,hii500km2,recovery_time2,distance_to_shore_m2,grav_NC2,cml_scr2,gravity.Grav_tot2,travel_time.tt_pop2,resistance_time2,resistance_time_2,dist_to_riv_m2
102,110,222,98,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Granitic, Seychelles",Seychelles,Indian Ocean,-4.5591295,55.43642,rocky,,,,Bleaching,1998,10.91,1994,10.58,2005,18.84,100,96.97525206,172.6856095,12.61839291,-3.024747938,2011,11,6,1.37666667,NA,6.771429,-0.33,NA,0,0,0,0,0,279,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1552609.98,18,1552.60998,Maningory,NA,NA,NA,0.98258133,0.9407099,0.9982233,0.9421203,0,0,0.66990444,3,110,16044,16079,357,110,16044,16079,6,8,-0.80600454,NA,0.235473252,-0.293361173,1.291110426,0.696111971,-0.155850889,-0.349967422,1.420024531,1.420024531,0.139725503
103,111,223,99,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Patch, Seychelles",Seychelles,Indian Ocean,-4.6131955,55.41618,patch,flat,,,Bleaching,1998,18.69,1994,16.24,2005,22.78,100,86.89138577,121.8833601,5.83199572,-13.10861423,2011,11,6,1.09,NA,2.181818,-2.45,NA,0,0,0,0,0,121,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1546200.78,18,1546.20078,Maningory,NA,NA,NA,0.97915379,0.9693201,0.9982233,0.9776907,0,0,0.68043822,3,111,16044,16079,357,111,16044,16079,6,8,-0.80600454,NA,0.235473252,-0.297586546,1.276662354,0.743282544,-0.155850889,-0.349967422,1.420024531,1.420024531,0.134756965
104,112,4,101,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Granitic, Seychelles",Seychelles,Indian Ocean,-4.6585687,55.36219,rocky,,,,Bleaching,1998,19,1994,15.54,2005,32.23,100,81.78947368,169.6315789,14.64035088,-18.21052632,2011,11,6,2.78166667,NA,-3.46,-3.46,NA,0,0,0,0,0,101,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539130.69,18,1539.13069,Maningory,NA,NA,NA,0.95607874,0.8860722,0,0.9824346,0,0,0.4897467,4,112,16091,16126,194,112,16091,16126,1,16,-0.80600454,NA,0.235473252,-0.298121403,1.179394345,-0.110639636,-0.197370826,-0.376456144,1.420024531,1.420024531,0.129276091
105,113,16,112,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Granitic, Seychelles",Seychelles,Indian Ocean,-4.7344459,55.52939,rocky,,,,Bleaching,1998,9.75,1994,6.77,2005,0.99,100,69.43589744,10.15384615,-9.88034188,-30.56410256,2011,11,6,-0.96333333,NA,-5.9,-2.98,NA,0,0,0,0,0,176,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539184.34,18,1539.18434,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,113,16144,16179,682,113,16144,16179,1,29,-0.80600454,NA,0.235473252,-0.296115688,0.899985673,-0.150230294,-0.073065737,-0.376456144,1.420024531,1.420024531,0.129317682
106,114,220,96,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Patch, Seychelles",Seychelles,Indian Ocean,-4.7036613,55.53085,patch,flat,,,Bleaching,1998,20.98,1994,7.42,2005,13.8,100,35.36701621,65.77693041,5.068319034,-64.63298379,2011,11,6,1.06333333,NA,-8.818182,-13.56,NA,0,0,0,0,0,889,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1542359.33,18,1542.35933,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,114,16092,16127,16,114,16092,16127,1,77,-0.80600454,NA,0.235473252,-0.277048024,0.899985673,-0.150230294,-0.242711617,-0.376456144,1.420024531,1.420024531,0.131778997
107,115,6,103,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Granitic, Seychelles",Seychelles,Indian Ocean,-4.289467,55.70383,rocky,,,,Bleaching,1998,16.36,1994,3.64,2005,23.97,100,22.24938875,146.5158924,20.71108394,-77.75061125,2011,11,6,3.38833333,NA,-12.72,-12.72,NA,0,0,0,0,0,87.6,Inside,Yes,Yes,26,6,100,Curieuse,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1592263.36,18,1592.26336,Maningory,NA,NA,NA,0.58524845,0.8568027,0,0.9725804,0,0,0.41866596,4,115,NA,NA,NA,115,NA,NA,NA,NA,-0.80600454,NA,0.235473252,-0.298479757,-0.38376256,-0.42894126,NA,NA,1.420024531,1.420024531,0.170465586
108,116,221,97,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6375583,55.37413,fringing,,,,Bleaching,1998,39.17,1994,11.4,2005,27.77,100,29.10390605,70.89609395,6.96536465,-70.89609395,2011,11,6,2.72833333,NA,-12.831707,-27.77,NA,0,0,0,0,0,262,Inside,Yes,Yes,26,6,100,Baie Ternay,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1541807.44,18,1541.80743,Maningory,NA,NA,NA,0.97915379,0.9433292,0,0.9708404,0,0,0.50166493,1,116,16044,16079,357,116,16044,16079,6,8,-0.80600454,NA,0.235473252,-0.293815801,1.276662354,-0.057269455,-0.155850889,-0.349967422,1.420024531,1.420024531,0.131351161
109,117,8,105,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Granitic, Seychelles",Seychelles,Indian Ocean,-4.3157506,55.68186,rocky,,,,Bleaching,1998,17.36,1994,3.64,2005,17.36,100,20.96774194,100,13.17204301,-79.03225806,2011,11,6,2.28666667,NA,-13.72,-13.72,NA,0,0,0,0,0,262,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1588583.31,18,1588.58331,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,117,15923,15958,53,117,15923,15958,1,120,-0.80600454,NA,0.235473252,-0.293815801,-0.234070897,-0.421037135,-0.233286846,-0.376456144,1.420024531,1.420024531,0.167612739
110,118,19,115,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Patch, Seychelles",Seychelles,Indian Ocean,-4.3370353,55.6979,patch,flat,,,Bleaching,1998,18.04,1994,3.02,2005,5.31,100,16.7405765,29.4345898,2.115668884,-83.2594235,2011,11,6,0.38166667,NA,-17.2,-15.02,NA,0,0,0,0,0,1100,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1587182.91,18,1587.18291,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,118,15923,15958,53,118,15923,15958,1,120,-0.80600454,NA,0.235473252,-0.271405279,-0.234070897,-0.421037135,-0.233286846,-0.376456144,1.420024531,1.420024531,0.166527121
111,119,3,100,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6683417,55.40038,fringing,,,,Bleaching,1998,34.88,1994,16.36,2005,25.12,100,46.90366972,72.01834862,4.185779817,-53.09633028,2011,11,6,1.46,NA,-18.52,-18.52,NA,0,0,0,0,0,88.5,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539886.22,18,1539.88622,Maningory,NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,119,NA,NA,NA,119,NA,NA,NA,NA,-0.80600454,NA,0.235473252,-0.298455689,1.085916008,0.68711467,NA,NA,1.420024531,1.420024531,0.129861793
112,120,7,104,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Patch, Seychelles",Seychelles,Indian Ocean,-4.3043903,55.74493,patch,flat,,,Bleaching,1998,26.69,1994,6.12,2005,12.16,100,22.92993631,45.56013488,3.771699763,-77.07006369,2011,11,6,1.00666667,NA,-20.57,-20.57,NA,0,0,0,0,0,736,Inside,Yes,Yes,26,6,100,Curieuse,Marine National Park,National,II: National Park,All,Designated,1979,10,2,1592681.7,18,1592.6817,Maningory,NA,NA,NA,0.61583413,0.8821709,0,0.9595575,0,0,0.42610962,4,120,15924,15959,2334,120,15924,15959,1,123,-0.80600454,NA,0.235473252,-0.281139682,-0.254835074,-0.395608334,0.347737555,-0.376456144,1.420024531,1.420024531,0.170789892
113,121,12,109,"Graham et al 2015, Wilson et al 2012",41,"Cousin Granitic , Seychelles",Seychelles,Indian Ocean,-4.331547,55.66661,rocky,,,,Bleaching,1998,23.47,1994,0.99,2005,3.14,100,4.218150831,13.37878142,1.526771765,-95.78184917,2011,11,6,0.35833333,NA,-22.48,-22.48,NA,0,0,0,0,0,66.6,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586276.85,18,1586.27686,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,121,15923,15958,53,121,15923,15958,1,120,-0.80600454,NA,0.235473252,-0.299041358,-0.234070897,-0.421037135,-0.233286846,-0.376456144,1.420024531,1.420024531,0.165824726
114,122,9,106,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Granitic, Seychelles",Seychelles,Indian Ocean,-4.6067907,55.51412,rocky,,,,Bleaching,1998,39.67,1994,13.55,2005,20.5,100,34.15679355,51.67632972,2.919922696,-65.84320645,2011,11,6,1.15833333,NA,-26.12,-26.12,NA,0,0,0,0,0,284,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1551365.54,18,1551.36554,Maningory,NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,122,16045,16080,237,122,16045,16080,7,10,-0.80600454,NA,0.235473252,-0.293227458,1.175052007,0.686694855,-0.186417714,-0.344669677,1.420024531,1.420024531,0.138760789
115,123,20,116,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Carbonate, Seychelles",Seychelles,Indian Ocean,-4.6123528,55.49402,fringing,,,,Bleaching,1998,41.16,1994,10.41,2005,15.87,100,25.29154519,38.55685131,2.210884354,-74.70845481,2011,11,6,0.91,NA,-27.607692,-30.75,NA,0,0,0,0,0,264,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1549871.28,18,1549.87128,Maningory,NA,NA,NA,0.96295256,0.9781303,0.9982233,0.9351235,0,0,0.6717761,3,123,16045,16080,237,123,16045,16080,7,10,-0.80600454,NA,0.235473252,-0.293762316,1.208369484,0.704493319,-0.186417714,-0.344669677,1.420024531,1.420024531,0.137602409
116,124,17,113,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3170627,55.75892,fringing,,,,Bleaching,1998,28.76,1994,1.65,2005,1.98,100,5.73713491,6.884561892,0.19123783,-94.26286509,2011,11,6,0.055,NA,-28.2,-27.11,NA,0,0,0,0,0,209,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1592061.39,18,1592.06139,Maningory,NA,NA,NA,0.61103931,0.8696608,0,0.9572862,0,0,0.42271537,4,124,15924,15959,2334,124,15924,15959,1,123,-0.80600454,NA,0.235473252,-0.295233173,-0.275046627,-0.410807884,0.347737555,-0.376456144,1.420024531,1.420024531,0.170309015
117,125,15,111,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Carbonate, Seychelles",Seychelles,Indian Ocean,-4.7080691,55.53079,fringing,,,,Bleaching,1998,29.59,1994,2.15,2005,2.81,100,7.265968233,9.496451504,0.371747212,-92.73403177,2011,11,6,0.11,NA,-28.5,-27.44,NA,0,0,0,0,0,861,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1541911.68,18,1541.91168,Maningory,NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,125,16092,16127,16,125,16092,16127,1,77,-0.80600454,NA,0.235473252,-0.277796824,0.899985673,-0.150230294,-0.242711617,-0.376456144,1.420024531,1.420024531,0.13143197
118,126,14,110,"Graham et al 2015, Wilson et al 2012",41,"Cousin Patch, Seychelles",Seychelles,Indian Ocean,-4.3334146,55.6591,patch,flat,,,Bleaching,1998,39.92,1994,2.69,2005,4.97,100,6.738476954,12.4498998,0.951903808,-93.26152305,2011,11,6,0.38,NA,-38.5,-37.23,NA,0,0,0,0,0,131,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1585738.72,18,1585.73871,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,126,15923,15958,53,126,15923,15958,1,120,-0.80600454,NA,0.235473252,-0.297319117,-0.234070897,-0.421037135,-0.233286846,-0.376456144,1.420024531,1.420024531,0.165407557
119,127,10,107,"Graham et al 2015, Wilson et al 2012",41,"Ste Anne Patch, Seychelles",Seychelles,Indian Ocean,-4.6193224,55.50649,patch,flat,,,Bleaching,1998,56.08,1994,9.22,2005,20.65,100,16.44079886,36.82239658,3.396932953,-83.55920114,2011,11,6,1.905,NA,-46.86,-46.86,NA,0,0,0,0,0,279,Inside,Yes,Yes,32,6,100,Ste. Anne,Marine National Park,National,II: National Park,All,Designated,1973,10,2,1549744.33,18,1549.74433,Maningory,NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,127,16045,16080,237,127,16045,16080,7,10,-0.80600454,NA,0.235473252,-0.293361173,1.175052007,0.686694855,-0.186417714,-0.344669677,1.420024531,1.420024531,0.137503995
120,128,11,108,"Graham et al 2015, Wilson et al 2012",41,"Cousin Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3285571,55.66096,fringing,,,,Bleaching,1998,50.74,1994,1.49,2005,1.32,100,2.93653922,2.601497832,-0.055840231,-97.06346078,2011,11,6,-0.02833333,NA,-49.25,-49.25,NA,0,0,0,0,0,101,Inside,Yes,Yes,30,6,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586316.28,18,1586.31628,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,128,15923,15958,53,128,15923,15958,1,120,-0.80600454,NA,0.235473252,-0.298121403,-0.234070897,-0.421037135,-0.233286846,-0.376456144,1.420024531,1.420024531,0.165855293
121,129,219,95,Done et al. 2007,40,"Pandora, GBR",Australia,W. Pacific,-18.8116666,146.44333,patch,back reef,,,Bleaching,1998,53.33,1998,45.56,2000,49.7,100,85.4303394,93.19332458,1.552597037,-14.5696606,2005,2,5,0.828,0.59,-7.77,-3.885,412,181487,119982,53782,7504,0,0,Inside,No,No,0,1,20,Great Barrier Reef,Marine Park,National,II: National Park,All,Designated,2004,1329,194,692171.28,23,692.17128,Fitzroy,NA,2667469,7945496,0.78470154,0,0,0.7154553,0.8293181,0.7594937,0.50355481,5,129,24803,24854,11,129,24803,24854,58,149,0.891025985,0.125301225,-0.031772557,-0.300822433,0.45698989,-0.048806517,-0.243985235,-0.074484707,-0.435333232,-0.435333232,-0.527303568
122,130,214,90,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Entrance)",Australia,W. Pacific,-23.4849959,152.08052,barrier,fore,,,Bleaching,1998,34.157,1995,28.427,1999,NA,100,83.22452206,,,-16.77547794,N/A,4,NA,NA,NA,-5.73,-1.4325,357,37063,971,8,0,0,66900,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129326.74,23,129.32674,Fitzroy,NA,3277528,9831202,0.39012193,0.3152062,0,0,0,0,0.1222948,1,130,26917,26970,6,130,26917,26970,222,427,-0.459439539,0.369573738,NA,1.488275368,-1.206277266,-1.756099946,-0.245258852,0.794345395,-0.023031507,-0.023031507,-0.96363177
123,131,218,94,Booth et al 2002,39,"One Tree Island Lagoon, GBR (No Bommies)",Australia,W. Pacific,-23.4998488,152.0913,barrier,inner slope,4,9,Bleaching,1998,10.899,1995,1.124,1999,NA,100,10.31287274,,,-89.68712726,N/A,4,NA,NA,NA,-9.775,-2.44375,357,37396,1123,8,0,0,66000,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,130396.79,23,130.39679,Fitzroy,NA,3280358,9838382,0.39012193,0.3152062,0,0,0,0,0.1222948,1,131,26917,26970,6,131,26917,26970,222,427,-0.456325756,0.370706893,NA,1.464206788,-1.206277266,-1.756099946,-0.245258852,0.794345395,-0.023031507,-0.023031507,-0.962802246
124,132,216,92,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Maze)",Australia,W. Pacific,-23.5018352,152.0813,barrier,inner slope,,,Bleaching,1998,35.618,1995,19.775,1999,NA,100,55.51968106,,,-44.48031894,N/A,4,NA,NA,NA,-15.843,-3.96075,357,39550,1248,8,0,0,65300,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129373.49,23,129.37349,Fitzroy,NA,3286192,9848764,0.39609672,0.3146384,0,0,0,0,0.12323231,1,132,26917,26970,6,132,26917,26970,222,427,-0.436184348,0.373042874,NA,1.445486781,-1.181091798,-1.751901749,-0.245258852,0.794345395,-0.023031507,-0.023031507,-0.963595529
125,133,215,91,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Big Bommies)",Australia,W. Pacific,-23.494121,152.08085,barrier,inner slope,,,Bleaching,1998,29.551,1995,8.539,1999,NA,100,28.89580725,,,-71.10419275,N/A,4,NA,NA,NA,-21.012,-5.253,357,38446,1132,8,0,0,66100,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129339.85,23,129.33985,Fitzroy,NA,3283095,9840529,0.39012193,0.3152062,0,0,0,0,0.1222948,1,133,26917,26970,6,133,26917,26970,222,427,-0.446507521,0.37180281,NA,1.466881075,-1.206277266,-1.756099946,-0.245258852,0.794345395,-0.023031507,-0.023031507,-0.963621607
126,134,217,93,Booth et al 2002,39,"One Tree Island Lagoon, GBR (Centre Bommie)",Australia,W. Pacific,-23.4976021,152.07952,barrier,inner slope,,,Bleaching,1998,30.449,1995,6.742,1999,NA,100,22.14194226,,,-77.85805774,N/A,4,NA,NA,NA,-23.707,-5.92675,357,39154,1194,8,0,0,65600,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,2004,1329,194,129197.62,23,129.19762,Fitzroy,NA,3285184,9847194,0.39012193,0.3152062,0,0,0,0,0.1222948,1,134,26917,26970,6,134,26917,26970,222,427,-0.439887225,0.372639262,NA,1.453509641,-1.206277266,-1.756099946,-0.245258852,0.794345395,-0.023031507,-0.023031507,-0.963731866
127,135,212,89,Woodley et al. 1981,38,"Jamaica, West Fore Reef, reef lobe",Jamaica,Caribbean,18.4000001,-78.4,,,,,Storm,1980,51,1977,12,1980,NA,100,23.52941176,,,-76.47058824,N/A,NA,NA,NA,NA,-39,NA,60,144774,89580,45035,14569,484,7930,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,478,73,630713.71,207,630.71371,Coco,NA,3090666,11291996,0.76988631,0.8002051,0,0.9407099,0.8026887,0.7697382,0.67627694,4,135,NA,NA,NA,135,NA,NA,NA,NA,0.547733729,0.294752696,NA,-0.088751497,0.394539412,0.724648211,NA,NA,NA,NA,-0.57494669
128,136,211,88,Rodgers et al. 1982,37,"St. Croix, US Virgin Islands, Robin Bay",USVI,Caribbean,17.7227627,-64.62814,shelf,crest,4,4,Storm,1979,27,1978,20,1979,NA,100,74.07407407,,,-25.92592593,N/A,1.5,NA,NA,NA,-7,-4.6666667,55,26856,14724,11065,9682,2940,1010,Inside,No,No,0,0,0,St. Croix East End,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2003,1098,170,925035.48,162,925.03548,Orinoco,NA,806996,7179284,0.37122361,0.8433219,0,0.9281449,0.625754,0,0.46739653,4,136,4608,4615,136,136,4608,4615,4,254,-0.554882136,-0.619647075,NA,-0.273812137,-1.285939149,-0.210724348,-0.212144792,-0.360562911,-0.538408663,-0.538408663,-0.346782642
129,138,209,86,Rodgers and Miller 2006,36,"St. John, US Virgin Islands, Lameshur Reef",USVI,Caribbean,18.3143694,-64.72565,fringing,flat,13.7,15,Storm,1989,23.2,1989,12.7,1989,12,100,54.74137931,51.72413793,-3.6206898,-45.25862069,1990,0.8333333,0.8333333,1.1,0,-10.5,-12.6,55,34645,25568,11312,8760,2354,1.22,Inside,Yes,Yes,33,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991231.84,162,991.23184,Orinoco,NA,863347,5755614,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,138,4295,4302,197,138,4295,4302,1,41,-0.482049532,-0.597083683,-1.145296772,-0.300789806,0.234741973,-0.043274763,-0.196606656,-0.376456144,-0.675842578,-0.675842578,-0.295465916
130,139,208,85,Loya et al. 2001,34,"Sesko Island; Okinawa, Japan ",Japan,W. Pacific,26.6333334,127.86667,barrier ,flat,1,30,Bleaching,1998,36.4,1997,9.9,1999,NA,100,27.1978022,,,-72.8021978,N/A,2,NA,NA,NA,-26.5,-13.25,363,64442,64176,53399,23795,4124,1810,Inside,No,No,0,0,0,Common fishery right area(Okinawa),Common fishery right area,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,Not Reported,Designated,2003,1242,183,739944.76,278,739.94476,Ou,NA,147856,11392098,0.94068289,0.9238772,0,0.9885706,0.8505039,0.8267094,0.75168841,4,139,596,596,278,139,596,596,1,88,-0.203426719,-0.883572014,NA,-0.252417843,1.114496386,1.06234297,-0.175974049,-0.376456144,-0.435333232,-0.435333232,-0.490268623
131,140,207,84,Ostrander et al. 2000,33,"San Salvador Island, Bahamas",Bahamas,Caribbean,24.0251985,-74.54296,,,2,2,Bleaching,1994,13.6,1994,5.2,1997,NA,100,38.23529412,,,-61.76470588,N/A,3,NA,NA,NA,-8.4,-2.8,53,15280,6226,5173,3842,2832,1520,Inside,No,No,0,0,0,West Coast Dive Site,National Park,National,Not Reported,Not Reported,Designated,2015,990,159,980903.49,206,980.90349,Saint Johns,NA,2056681,9808409,0.3909835,0.5336472,0,0.936021,0.554491,0.5971293,0.49907093,4,140,1766,1766,3,140,1766,1766,36,803,-0.663125841,-0.119263185,NA,-0.260173275,-1.202645499,-0.068885462,-0.246023023,-0.191035086,-0.229182369,-0.229182369,-0.303472657
132,141,203,80,Edwards et al. 2001,32,"Thuvaru, Maldives",Maldives,Indian Ocean,2.9999001,73.499,atoll,mixed,3,3,Bleaching,1998,28.1,1997,0,1998,NA,100,0,,,-100,N/A,1,NA,NA,NA,-28.1,-28.1,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1045083.68,145,1045.08368,NA,NA,NA,3736497,0.44314585,0,0,0.6903802,0,0,0.1965388,4,141,11733,11756,5,141,11733,11756,20,452,-0.80600454,NA,NA,-0.300822433,-0.98276611,-1.423633152,-0.245513576,-0.275798998,-0.641484094,-0.641484094,-0.253718907
133,142,206,83,Edwards et al. 2001,32,"Maduvvari, Maldi",Maldives,Indian Ocean,5.4863392,72.89659,atoll,mixed,10,10,Bleaching,1998,33.8,1997,3.8,1998,NA,100,11.24260355,,,-88.75739645,N/A,1,NA,NA,NA,-30,-30,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,908896.81,282,908.89681,Cauvery,NA,NA,7727493,0.36275777,0.7542128,0,0.7860832,0,0,0.32996497,4,142,11061,11084,286,142,11061,11084,3,576,-0.80600454,NA,NA,-0.300822433,-1.321625113,-0.826146876,-0.17393626,-0.365860655,-0.641484094,-0.641484094,-0.359293658
134,143,198,76,Edwards et al. 2001,32,Bandos Maldives,Maldives,Indian Ocean,4.2697171,73.49153,atoll,mixed,,,Bleaching,1998,37.3,1997,4.1,1998,NA,100,10.9919571,,,-89.0080429,N/A,1,NA,NA,NA,-33.2,-33.2,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,948825.64,282,948.82564,Cauvery,NA,NA,6160473,0.94530913,0.785259,0,0.9780936,0,0,0.469647,4,143,11433,11456,120,143,11433,11456,6,29,-0.80600454,NA,NA,-0.300822433,1.133997325,-0.200646678,-0.216220368,-0.349967422,-0.641484094,-0.641484094,-0.32834004
135,144,204,81,Edwards et al. 2001,32,"Thuvaru, Maldives",Maldives,Indian Ocean,2.9999001,73.499,atoll,mixed,10,10,Bleaching,1998,40,1997,1.3,1998,NA,100,3.25,,,-96.75,N/A,1,NA,NA,NA,-38.7,-38.7,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1045083.68,145,1045.08368,NA,NA,NA,3736497,0.44314585,0,0,0.6903802,0,0,0.1965388,4,144,11733,11756,5,144,11733,11756,20,452,-0.80600454,NA,NA,-0.300822433,-0.98276611,-1.423633152,-0.245513576,-0.275798998,-0.641484094,-0.641484094,-0.253718907
136,145,199,77,Edwards et al. 2001,32,"Male, Maldives",Maldives,Indian Ocean,4.2839073,73.45705,atoll,mixed,,,Bleaching,1998,40.2,1997,1.3,1998,NA,100,3.233830846,,,-96.76616915,N/A,1,NA,NA,NA,-38.9,-38.9,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,950373.78,282,950.37378,Cauvery,NA,NA,6154682,0.94530913,0.785259,0,0.9780936,0,0,0.469647,4,145,11432,11455,84,145,11432,11455,7,34,-0.80600454,NA,NA,-0.300822433,1.133997325,-0.200646678,-0.225390416,-0.344669677,-0.641484094,-0.641484094,-0.327139891
137,146,201,79,Edwards et al. 2001,32,Felidhu Maldives,Maldives,Indian Ocean,3.4743901,73.48102,atoll,mixed,10,10,Bleaching,1998,47.5,1997,2.5,1998,NA,100,5.263157895,,,-94.73684211,N/A,1,NA,NA,NA,-45,-45,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,1014853.85,282,1014.85385,Cauvery,NA,NA,4595415,0.60746193,0.3864386,0,0.8163235,0,0,0.31386949,4,146,11617,11640,4,146,11617,11640,3,286,-0.80600454,NA,NA,-0.300822433,-0.290126318,-0.898222905,-0.245768299,-0.365860655,-0.641484094,-0.641484094,-0.277153668
