"","X.1","X","point_ID","study","study_ID","location","country","region","lat","long","reef.type","reef.zone","mindepth","maxdepth","disturbance","distrubance.year","pre.dist.cc","pre.dist.year","post.dist.cc","post.dist.year","recovery.cc","recovery.year","resistance.time","recovery_time","calculated.recovery.rate","recovery.rate","resistance","resistance.rate","richness","hii100km","hii75km","hii50km","hii25km","hii10km","distance_to_shore_m","MPA_status","MPA_during_recov","MPA_during_resist","yrs_as_MPA_pre_dist","years_of_recov_protected","percent_recov_protected","MPA_name","MPA_designation","MPA_DESIG_TYPE","MPA_IUCN_CAT","NO_TAKE","STATUS","STATUS_YR","river","riv_row","dist_to_riv_m","coast","dist_to_riv_km","name","name_alt","hii500km","hii1000km","grav_NC","pop_cnt","nm_prts","reef_vl","sedimnt","nutrint","cml_scr","tp_thrt","gravity.point.ID","gravity.poly.ID","gravity.reef_ID","gravity.Grav_tot","travel_time.point.ID","travel_time.poly.ID","travel_time.reef_ID","travel_time.tt_pop","travel_time.tt_market","hii100km2","hii500km2","recovery_time2","distance_to_shore_m2","grav_NC2","cml_scr2","gravity.Grav_tot2","travel_time.tt_pop2","resistance_time2","resistance_time_2","dist_to_riv_m2"
"101",109,5,102,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Patch, Seychelles","Seychelles","Indian Ocean",-4.6892788,55.43686,"patch","flat","","","Bleaching","1998",20,"1994",30.78,"2005",48.24,"2011",11,6,2.91,NA,10.78,10.78,NA,0,0,0,0,0,1400,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539444.26,18,1539.44427,"Maningory",NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,109,16091,16126,194,109,16091,16126,1,16,-0.806004540015308,NA,0.235473252073235,-0.263382418768442,1.08591600848367,0.687114669753853,-0.197370826318041,-0.376456144202641,1.42002453080668,1.42002453080668,0.129519177144909
"102",110,222,98,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Granitic, Seychelles","Seychelles","Indian Ocean",-4.5591295,55.43642,"rocky","","","","Bleaching","1998",10.91,"1994",10.58,"2005",18.84,"2011",11,6,1.37666667,NA,6.771429,-0.33,NA,0,0,0,0,0,279,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1552609.98,18,1552.60998,"Maningory",NA,NA,NA,0.98258133,0.9407099,0.9982233,0.9421203,0,0,0.66990444,3,110,16044,16079,357,110,16044,16079,6,8,-0.806004540015308,NA,0.235473252073235,-0.293361172649875,1.29111042597308,0.696111970649944,-0.1558508888397,-0.34996742160069,1.42002453080668,1.42002453080668,0.139725503273291
"103",111,223,99,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Patch, Seychelles","Seychelles","Indian Ocean",-4.6131955,55.41618,"patch","flat","","","Bleaching","1998",18.69,"1994",16.24,"2005",22.78,"2011",11,6,1.09,NA,2.181818,-2.45,NA,0,0,0,0,0,121,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1546200.78,18,1546.20078,"Maningory",NA,NA,NA,0.97915379,0.9693201,0.9982233,0.9776907,0,0,0.68043822,3,111,16044,16079,357,111,16044,16079,6,8,-0.806004540015308,NA,0.235473252073235,-0.297586545632271,1.27666235373516,0.743282544275008,-0.1558508888397,-0.34996742160069,1.42002453080668,1.42002453080668,0.134756964870376
"104",112,4,101,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Granitic, Seychelles","Seychelles","Indian Ocean",-4.6585687,55.36219,"rocky","","","","Bleaching","1998",19,"1994",15.54,"2005",32.23,"2011",11,6,2.78166667,NA,-3.46,-3.46,NA,0,0,0,0,0,101,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539130.69,18,1539.13069,"Maningory",NA,NA,NA,0.95607874,0.8860722,0,0.9824346,0,0,0.4897467,4,112,16091,16126,194,112,16091,16126,1,16,-0.806004540015308,NA,0.235473252073235,-0.298121402971815,1.17939434539867,-0.110639635971345,-0.197370826318041,-0.376456144202641,1.42002453080668,1.42002453080668,0.129276091488821
"105",113,16,112,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Granitic, Seychelles","Seychelles","Indian Ocean",-4.7344459,55.52939,"rocky","","","","Bleaching","1998",9.75,"1994",6.77,"2005",0.99,"2011",11,6,-0.96333333,NA,-5.9,-2.98,NA,0,0,0,0,0,176,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539184.34,18,1539.18434,"Maningory",NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,113,16144,16179,682,113,16144,16179,1,29,-0.806004540015308,NA,0.235473252073235,-0.296115687948526,0.899985673260531,-0.150230294478625,-0.0730657374258302,-0.376456144202641,1.42002453080668,1.42002453080668,0.129317682028251
"106",114,220,96,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Patch, Seychelles","Seychelles","Indian Ocean",-4.7036613,55.53085,"patch","flat","","","Bleaching","1998",20.98,"1994",7.42,"2005",13.8,"2011",11,6,1.06333333,NA,-8.818182,-13.56,NA,0,0,0,0,0,889,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1542359.33,18,1542.35933,"Maningory",NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,114,16092,16127,16,114,16092,16127,1,77,-0.806004540015308,NA,0.235473252073235,-0.277048023793788,0.899985673260531,-0.150230294478625,-0.24271161693856,-0.376456144202641,1.42002453080668,1.42002453080668,0.131778996972998
"107",115,6,103,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Granitic, Seychelles","Seychelles","Indian Ocean",-4.289467,55.70383,"rocky","","","","Bleaching","1998",16.36,"1994",3.64,"2005",23.97,"2011",11,6,3.38833333,NA,-12.72,-12.72,NA,0,0,0,0,0,87.6,"Inside","Yes","Yes",26,6,100,"Curieuse","Marine National Park","National","II: National Park","All","Designated",1979,10,2,1592263.36,18,1592.26336,"Maningory",NA,NA,NA,0.58524845,0.8568027,0,0.9725804,0,0,0.41866596,4,115,NA,NA,NA,115,NA,NA,NA,NA,-0.806004540015308,NA,0.235473252073235,-0.29847975738931,-0.38376255953306,-0.428941259841794,NA,NA,1.42002453080668,1.42002453080668,0.170465586487323
"108",116,221,97,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Carbonate, Seychelles","Seychelles","Indian Ocean",-4.6375583,55.37413,"fringing","","","","Bleaching","1998",39.17,"1994",11.4,"2005",27.77,"2011",11,6,2.72833333,NA,-12.831707,-27.77,NA,0,0,0,0,0,262,"Inside","Yes","Yes",26,6,100,"Baie Ternay","Marine National Park","National","II: National Park","All","Designated",1979,10,2,1541807.44,18,1541.80743,"Maningory",NA,NA,NA,0.97915379,0.9433292,0,0.9708404,0,0,0.50166493,1,116,16044,16079,357,116,16044,16079,6,8,-0.806004540015308,NA,0.235473252073235,-0.293815801388487,1.27666235373516,-0.0572694549256567,-0.1558508888397,-0.34996742160069,1.42002453080668,1.42002453080668,0.131351160946788
"109",117,8,105,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Granitic, Seychelles","Seychelles","Indian Ocean",-4.3157506,55.68186,"rocky","","","","Bleaching","1998",17.36,"1994",3.64,"2005",17.36,"2011",11,6,2.28666667,NA,-13.72,-13.72,NA,0,0,0,0,0,262,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1588583.31,18,1588.58331,"Maningory",NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,117,15923,15958,53,117,15923,15958,1,120,-0.806004540015308,NA,0.235473252073235,-0.293815801388487,-0.23407089668326,-0.421037135415437,-0.233286845854519,-0.376456144202641,1.42002453080668,1.42002453080668,0.167612739057121
"110",118,19,115,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Patch, Seychelles","Seychelles","Indian Ocean",-4.3370353,55.6979,"patch","flat","","","Bleaching","1998",18.04,"1994",3.02,"2005",5.31,"2011",11,6,0.38166667,NA,-17.2,-15.02,NA,0,0,0,0,0,1100,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1587182.91,18,1587.18291,"Maningory",NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,118,15923,15958,53,118,15923,15958,1,120,-0.806004540015308,NA,0.235473252073235,-0.2714052788616,-0.23407089668326,-0.421037135415437,-0.233286845854519,-0.376456144202641,1.42002453080668,1.42002453080668,0.166527121323326
"111",119,3,100,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Carbonate, Seychelles","Seychelles","Indian Ocean",-4.6683417,55.40038,"fringing","","","","Bleaching","1998",34.88,"1994",16.36,"2005",25.12,"2011",11,6,1.46,NA,-18.52,-18.52,NA,0,0,0,0,0,88.5,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539886.22,18,1539.88622,"Maningory",NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,119,NA,NA,NA,119,NA,NA,NA,NA,-0.806004540015308,NA,0.235473252073235,-0.29845568880903,1.08591600848367,0.687114669753853,NA,NA,1.42002453080668,1.42002453080668,0.129861793264324
"112",120,7,104,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Patch, Seychelles","Seychelles","Indian Ocean",-4.3043903,55.74493,"patch","flat","","","Bleaching","1998",26.69,"1994",6.12,"2005",12.16,"2011",11,6,1.00666667,NA,-20.57,-20.57,NA,0,0,0,0,0,736,"Inside","Yes","Yes",26,6,100,"Curieuse","Marine National Park","National","II: National Park","All","Designated",1979,10,2,1592681.7,18,1592.6817,"Maningory",NA,NA,NA,0.61583413,0.8821709,0,0.9595575,0,0,0.42610962,4,120,15924,15959,2334,120,15924,15959,1,123,-0.806004540015308,NA,0.235473252073235,-0.281139682441298,-0.254835073906058,-0.395608333573166,0.347737555299439,-0.376456144202641,1.42002453080668,1.42002453080668,0.170789891916311
"113",121,12,109,"Graham et al 2015, Wilson et al 2012",41,"Cousin Granitic , Seychelles","Seychelles","Indian Ocean",-4.331547,55.66661,"rocky","","","","Bleaching","1998",23.47,"1994",0.99,"2005",3.14,"2011",11,6,0.35833333,NA,-22.48,-22.48,NA,0,0,0,0,0,66.6,"Inside","Yes","Yes",30,6,100,"Cousin Island","Special Reserve","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",1975,10,2,1586276.85,18,1586.27686,"Maningory",NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,121,15923,15958,53,121,15923,15958,1,120,-0.806004540015308,NA,0.235473252073235,-0.299041357595831,-0.23407089668326,-0.421037135415437,-0.233286845854519,-0.376456144202641,1.42002453080668,1.42002453080668,0.165824725719296
"114",122,9,106,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Granitic, Seychelles","Seychelles","Indian Ocean",-4.6067907,55.51412,"rocky","","","","Bleaching","1998",39.67,"1994",13.55,"2005",20.5,"2011",11,6,1.15833333,NA,-26.12,-26.12,NA,0,0,0,0,0,284,"Inside","Yes","Yes",32,6,100,"Ste. Anne","Marine National Park","National","II: National Park","All","Designated",1973,10,2,1551365.54,18,1551.36554,"Maningory",NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,122,16045,16080,237,122,16045,16080,7,10,-0.806004540015308,NA,0.235473252073235,-0.293227458314989,1.17505200741423,0.686694854523485,-0.186417713977129,-0.3446696770803,1.42002453080668,1.42002453080668,0.138760788811248
"115",123,20,116,"Graham et al 2015, Wilson et al 2012",41,"Ste. Anne Carbonate, Seychelles","Seychelles","Indian Ocean",-4.6123528,55.49402,"fringing","","","","Bleaching","1998",41.16,"1994",10.41,"2005",15.87,"2011",11,6,0.91,NA,-27.607692,-30.75,NA,0,0,0,0,0,264,"Inside","Yes","Yes",32,6,100,"Ste. Anne","Marine National Park","National","II: National Park","All","Designated",1973,10,2,1549871.28,18,1549.87128,"Maningory",NA,NA,NA,0.96295256,0.9781303,0.9982233,0.9351235,0,0,0.6717761,3,123,16045,16080,237,123,16045,16080,7,10,-0.806004540015308,NA,0.235473252073235,-0.293762315654533,1.20836948439354,0.704493318640037,-0.186417713977129,-0.3446696770803,1.42002453080668,1.42002453080668,0.137602408951993
"116",124,17,113,"Graham et al 2015, Wilson et al 2012",41,"Praslin NE Carbonate, Seychelles","Seychelles","Indian Ocean",-4.3170627,55.75892,"fringing","","","","Bleaching","1998",28.76,"1994",1.65,"2005",1.98,"2011",11,6,0.055,NA,-28.2,-27.11,NA,0,0,0,0,0,209,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1592061.39,18,1592.06139,"Maningory",NA,NA,NA,0.61103931,0.8696608,0,0.9572862,0,0,0.42271537,4,124,15924,15959,2334,124,15924,15959,1,123,-0.806004540015308,NA,0.235473252073235,-0.295233173338278,-0.275046626718814,-0.410807883927063,0.347737555299439,-0.376456144202641,1.42002453080668,1.42002453080668,0.170309015355007
"117",125,15,111,"Graham et al 2015, Wilson et al 2012",41,"Mahe E Carbonate, Seychelles","Seychelles","Indian Ocean",-4.7080691,55.53079,"fringing","","","","Bleaching","1998",29.59,"1994",2.15,"2005",2.81,"2011",11,6,0.11,NA,-28.5,-27.44,NA,0,0,0,0,0,861,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1541911.68,18,1541.91168,"Maningory",NA,NA,NA,0.88979416,0.9519379,0,0.9318631,0,0,0.48090561,2,125,16092,16127,16,125,16092,16127,1,77,-0.806004540015308,NA,0.235473252073235,-0.277796824069149,0.899985673260531,-0.150230294478625,-0.24271161693856,-0.376456144202641,1.42002453080668,1.42002453080668,0.131431969853222
"118",126,14,110,"Graham et al 2015, Wilson et al 2012",41,"Cousin Patch, Seychelles","Seychelles","Indian Ocean",-4.3334146,55.6591,"patch","flat","","","Bleaching","1998",39.92,"1994",2.69,"2005",4.97,"2011",11,6,0.38,NA,-38.5,-37.23,NA,0,0,0,0,0,131,"Inside","Yes","Yes",30,6,100,"Cousin Island","Special Reserve","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",1975,10,2,1585738.72,18,1585.73871,"Maningory",NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,126,15923,15958,53,126,15923,15958,1,120,-0.806004540015308,NA,0.235473252073235,-0.2973191169625,-0.23407089668326,-0.421037135415437,-0.233286845854519,-0.376456144202641,1.42002453080668,1.42002453080668,0.165407556716806
"119",127,10,107,"Graham et al 2015, Wilson et al 2012",41,"Ste Anne Patch, Seychelles","Seychelles","Indian Ocean",-4.6193224,55.50649,"patch","flat","","","Bleaching","1998",56.08,"1994",9.22,"2005",20.65,"2011",11,6,1.905,NA,-46.86,-46.86,NA,0,0,0,0,0,279,"Inside","Yes","Yes",32,6,100,"Ste. Anne","Marine National Park","National","II: National Park","All","Designated",1973,10,2,1549744.33,18,1549.74433,"Maningory",NA,NA,NA,0.9550486,0.9577808,0.9982233,0.9404535,0,0,0.66780148,3,127,16045,16080,237,127,16045,16080,7,10,-0.806004540015308,NA,0.235473252073235,-0.293361172649875,1.17505200741423,0.686694854523485,-0.186417713977129,-0.3446696770803,1.42002453080668,1.42002453080668,0.137503994805102
"120",128,11,108,"Graham et al 2015, Wilson et al 2012",41,"Cousin Carbonate, Seychelles","Seychelles","Indian Ocean",-4.3285571,55.66096,"fringing","","","","Bleaching","1998",50.74,"1994",1.49,"2005",1.32,"2011",11,6,-0.02833333,NA,-49.25,-49.25,NA,0,0,0,0,0,101,"Inside","Yes","Yes",30,6,100,"Cousin Island","Special Reserve","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",1975,10,2,1586316.28,18,1586.31628,"Maningory",NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,128,15923,15958,53,128,15923,15958,1,120,-0.806004540015308,NA,0.235473252073235,-0.298121402971815,-0.23407089668326,-0.421037135415437,-0.233286845854519,-0.376456144202641,1.42002453080668,1.42002453080668,0.165855292633923
"121",129,219,95,"Done et al. 2007",40,"Pandora, GBR","Australia","W. Pacific",-18.8116666,146.44333,"patch","back reef","","","Bleaching","1998",53.33,"1998",45.56,"2000",49.7,"2005",2,5,0.828,0.59,-7.77,-3.885,412,181487,119982,53782,7504,0,0,"Inside","No","No",0,1,20,"Great Barrier Reef","Marine Park","National","II: National Park","All","Designated",2004,1329,194,692171.28,23,692.17128,"Fitzroy",NA,2667469,7945496,0.78470154,0,0,0.7154553,0.8293181,0.7594937,0.50355481,5,129,24803,24854,11,129,24803,24854,58,149,0.891025984737421,0.125301225333848,-0.0317725572741323,-0.300822432536512,0.456989890444715,-0.0488065172449251,-0.24398523465262,-0.0744847065404091,-0.435333231543357,-0.435333231543357,-0.527303568109109
"122",130,214,90,"Booth et al 2002",39,"One Tree Island Lagoon, GBR (Entrance)","Australia","W. Pacific",-23.4849959,152.08052,"barrier","fore","","","Bleaching","1998",34.157,"1995",28.427,"1999",NA,"N/A",4,NA,NA,NA,-5.73,-1.4325,357,37063,971,8,0,0,66900,"Inside","No","No",0,0,0,"Great Barrier Reef","Marine Park","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",2004,1329,194,129326.74,23,129.32674,"Fitzroy",NA,3277528,9831202,0.39012193,0.3152062,0,0,0,0,0.1222948,1,130,26917,26970,6,130,26917,26970,222,427,-0.459439539001955,0.369573738485252,NA,1.48827536823767,-1.20627726585141,-1.75609994581451,-0.245258852366679,0.794345394803555,-0.0230315065766823,-0.0230315065766823,-0.963631770047091
"123",131,218,94,"Booth et al 2002",39,"One Tree Island Lagoon, GBR (No Bommies)","Australia","W. Pacific",-23.4998488,152.0913,"barrier","inner slope","4","9","Bleaching","1998",10.899,"1995",1.124,"1999",NA,"N/A",4,NA,NA,NA,-9.775,-2.44375,357,37396,1123,8,0,0,66000,"Inside","No","No",0,0,0,"Great Barrier Reef","Marine Park","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",2004,1329,194,130396.79,23,130.39679,"Fitzroy",NA,3280358,9838382,0.39012193,0.3152062,0,0,0,0,0.1222948,1,131,26917,26970,6,131,26917,26970,222,427,-0.456325755839841,0.37070689316737,NA,1.4642067879582,-1.20627726585141,-1.75609994581451,-0.245258852366679,0.794345394803555,-0.0230315065766823,-0.0230315065766823,-0.962802246156739
"124",132,216,92,"Booth et al 2002",39,"One Tree Island Lagoon, GBR (Maze)","Australia","W. Pacific",-23.5018352,152.0813,"barrier","inner slope","","","Bleaching","1998",35.618,"1995",19.775,"1999",NA,"N/A",4,NA,NA,NA,-15.843,-3.96075,357,39550,1248,8,0,0,65300,"Inside","No","No",0,0,0,"Great Barrier Reef","Marine Park","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",2004,1329,194,129373.49,23,129.37349,"Fitzroy",NA,3286192,9848764,0.39609672,0.3146384,0,0,0,0,0.12323231,1,132,26917,26970,6,132,26917,26970,222,427,-0.436184347638056,0.373042873526197,NA,1.44548678107416,-1.18109179827804,-1.75190174873054,-0.245258852366679,0.794345394803555,-0.0230315065766823,-0.0230315065766823,-0.963595528523915
"125",133,215,91,"Booth et al 2002",39,"One Tree Island Lagoon, GBR (Big Bommies)","Australia","W. Pacific",-23.494121,152.08085,"barrier","inner slope","","","Bleaching","1998",29.551,"1995",8.539,"1999",NA,"N/A",4,NA,NA,NA,-21.012,-5.253,357,38446,1132,8,0,0,66100,"Inside","No","No",0,0,0,"Great Barrier Reef","Marine Park","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",2004,1329,194,129339.85,23,129.33985,"Fitzroy",NA,3283095,9840529,0.39012193,0.3152062,0,0,0,0,0.1222948,1,133,26917,26970,6,133,26917,26970,222,427,-0.446507520643984,0.371802809904105,NA,1.46688107465591,-1.20627726585141,-1.75609994581451,-0.245258852366679,0.794345394803555,-0.0230315065766823,-0.0230315065766823,-0.963621606916207
"126",134,217,93,"Booth et al 2002",39,"One Tree Island Lagoon, GBR (Centre Bommie)","Australia","W. Pacific",-23.4976021,152.07952,"barrier","inner slope","","","Bleaching","1998",30.449,"1995",6.742,"1999",NA,"N/A",4,NA,NA,NA,-23.707,-5.92675,357,39154,1194,8,0,0,65600,"Inside","No","No",0,0,0,"Great Barrier Reef","Marine Park","National","Ia: Strict Nature ReserV: Protected Seascapee","All","Designated",2004,1329,194,129197.62,23,129.19762,"Fitzroy",NA,3285184,9847194,0.39012193,0.3152062,0,0,0,0,0.1222948,1,134,26917,26970,6,134,26917,26970,222,427,-0.439887224911921,0.372639262247195,NA,1.45350964116732,-1.20627726585141,-1.75609994581451,-0.245258852366679,0.794345394803555,-0.0230315065766823,-0.0230315065766823,-0.963731866420832
"127",135,212,89,"Woodley et al. 1981",38,"Jamaica, West Fore Reef, reef lobe","Jamaica","Caribbean",18.4000001,-78.4,"","","","","Storm","1980",51,"1977",12,"1980",NA,"N/A",NA,NA,NA,NA,-39,NA,60,144774,89580,45035,14569,484,7930,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,478,73,630713.71,207,630.71371,"Coco",NA,3090666,11291996,0.76988631,0.8002051,0,0.9407099,0.8026887,0.7697382,0.67627694,4,135,NA,NA,NA,135,NA,NA,NA,NA,0.547733728789354,0.294752696008217,NA,-0.0887514974073749,0.394539411891165,0.724648211242184,NA,NA,NA,NA,-0.574946689979986
"128",136,211,88,"Rodgers et al. 1982",37,"St. Croix, US Virgin Islands, Robin Bay","USVI","Caribbean",17.7227627,-64.62814,"shelf","crest","4","4","Storm","1979",27,"1978",20,"1979",NA,"N/A",1.5,NA,NA,NA,-7,-4.6666667,55,26856,14724,11065,9682,2940,1010,"Inside","No","No",0,0,0,"St. Croix East End","Marine Park","National","IV: Protected Seascape: Habitat / Species Management Area","Part","Designated",2003,1098,170,925035.48,162,925.03548,"Orinoco",NA,806996,7179284,0.37122361,0.8433219,0,0.9281449,0.625754,0,0.46739653,4,136,4608,4615,136,136,4608,4615,4,254,-0.554882135805865,-0.619647075339254,NA,-0.273812136889547,-1.28593914945755,-0.210724348156117,-0.212144791801131,-0.360562910641471,-0.538408662785025,-0.538408662785025,-0.346782641883679
"129",138,209,86,"Rodgers and Miller 2006",36,"St. John, US Virgin Islands, Lameshur Reef","USVI","Caribbean",18.3143694,-64.72565,"fringing","flat","13.7","15","Storm","1989",23.2,"1989",12.7,"1989",12,"1990",0.8333333,0.8333333,1.1,0,-10.5,-12.6,55,34645,25568,11312,8760,2354,1.22,"Inside","Yes","Yes",33,1,100,"Virgin Islands","National Park","National","V: Protected Seascape","Part","Designated",1956,1098,170,991231.84,162,991.23184,"Orinoco",NA,863347,5755614,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,138,4295,4302,197,138,4295,4302,1,41,-0.482049532052984,-0.597083683292591,-1.14529677179636,-0.3007898062388,0.234741972634988,-0.043274763087844,-0.196606655689605,-0.376456144202641,-0.675842577978946,-0.675842577978946,-0.295465916427589
"130",139,208,85,"Loya et al. 2001",34,"Sesko Island; Okinawa, Japan ","Japan","W. Pacific",26.6333334,127.86667,"barrier ","flat","1","30","Bleaching","1998",36.4,"1997",9.9,"1999",NA,"N/A",2,NA,NA,NA,-26.5,-13.25,363,64442,64176,53399,23795,4124,1810,"Inside","No","No",0,0,0,"Common fishery right area(Okinawa)","Common fishery right area","National","V: Protected SeascapeI: Protected area with sustainable use of natural resources","Not Reported","Designated",2003,1242,183,739944.76,278,739.94476,"Ou",NA,147856,11392098,0.94068289,0.9238772,0,0.9885706,0.8505039,0.8267094,0.75168841,4,139,596,596,278,139,596,596,1,88,-0.203426718594956,-0.883572014269122,NA,-0.252417843307793,1.11449638564788,1.06234297018051,-0.17597404872184,-0.376456144202641,-0.435333231543357,-0.435333231543357,-0.490268623026902
"131",140,207,84,"Ostrander et al. 2000",33,"San Salvador Island, Bahamas","Bahamas","Caribbean",24.0251985,-74.54296,"","","2","2","Bleaching","1994",13.6,"1994",5.2,"1997",NA,"N/A",3,NA,NA,NA,-8.4,-2.8,53,15280,6226,5173,3842,2832,1520,"Inside","No","No",0,0,0,"West Coast Dive Site","National Park","National","Not Reported","Not Reported","Designated",2015,990,159,980903.49,206,980.90349,"Saint Johns",NA,2056681,9808409,0.3909835,0.5336472,0,0.936021,0.554491,0.5971293,0.49907093,4,140,1766,1766,3,140,1766,1766,36,803,-0.663125841165133,-0.119263185260405,NA,-0.260173274731179,-1.20264549916217,-0.0688854624731293,-0.246023022995115,-0.19103508598899,-0.22918236906002,-0.22918236906002,-0.303472657302229
"132",141,203,80,"Edwards et al. 2001",32,"Thuvaru, Maldives","Maldives","Indian Ocean",2.9999001,73.499,"atoll","mixed","3","3","Bleaching","1998",28.1,"1997",0,"1998",NA,"N/A",1,NA,NA,NA,-28.1,-28.1,245,0,0,0,0,0,0,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1045083.68,145,1045.08368,NA,NA,NA,3736497,0.44314585,0,0,0.6903802,0,0,0.1965388,4,141,11733,11756,5,141,11733,11756,20,452,-0.806004540015308,NA,NA,-0.300822432536512,-0.982766110183551,-1.4236331515375,-0.245513575909491,-0.27579899831523,-0.641484094026694,-0.641484094026694,-0.253718906643587
"133",142,206,83,"Edwards et al. 2001",32,"Maduvvari, Maldi","Maldives","Indian Ocean",5.4863392,72.89659,"atoll","mixed","10","10","Bleaching","1998",33.8,"1997",3.8,"1998",NA,"N/A",1,NA,NA,NA,-30,-30,245,0,0,0,0,0,0,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,908896.81,282,908.89681,"Cauvery",NA,NA,7727493,0.36275777,0.7542128,0,0.7860832,0,0,0.32996497,4,142,11061,11084,286,142,11061,11084,3,576,-0.806004540015308,NA,NA,-0.300822432536512,-1.32162511311506,-0.826146876383158,-0.173936260379345,-0.365860655161861,-0.641484094026694,-0.641484094026694,-0.359293657559109
"134",143,198,76,"Edwards et al. 2001",32,"Bandos Maldives","Maldives","Indian Ocean",4.2697171,73.49153,"atoll","mixed","","","Bleaching","1998",37.3,"1997",4.1,"1998",NA,"N/A",1,NA,NA,NA,-33.2,-33.2,245,0,0,0,0,0,0,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,948825.64,282,948.82564,"Cauvery",NA,NA,6160473,0.94530913,0.785259,0,0.9780936,0,0,0.469647,4,143,11433,11456,120,143,11433,11456,6,29,-0.806004540015308,NA,NA,-0.300822432536512,1.13399732501254,-0.200646677953588,-0.216220368486122,-0.34996742160069,-0.641484094026694,-0.641484094026694,-0.328340040065747
"135",144,204,81,"Edwards et al. 2001",32,"Thuvaru, Maldives","Maldives","Indian Ocean",2.9999001,73.499,"atoll","mixed","10","10","Bleaching","1998",40,"1997",1.3,"1998",NA,"N/A",1,NA,NA,NA,-38.7,-38.7,245,0,0,0,0,0,0,"Outside","No","No",0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1045083.68,145,1045.08368,NA,NA,NA,3736497,0.44314585,0,0,0.6903802,0,0,0.1965388,4,144,11733,11756,5,144,11733,11756,20,452,-0.806004540015308,NA,NA,-0.300822432536512,-0.982766110183551,-1.4236331515375,-0.245513575909491,-0.27579899831523,-0.641484094026694,-0.641484094026694,-0.253718906643587
